Accuracy_SIFT,Specifity_SIFT,Recall_SIFT,Accuracy_POLYPHEN,Specifity_POLYPHEN,Recall_POLYPHEN,Accuracy_VC22,Specifity_VC22,Recall_VC22,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_VC22,TN_VC22,FP_VC22,FN_VC22,,,
0.8232,0.2917,0.8284,0.5449,0.6875,0.5436,0.9073,0.5833,0.9104,4107,14,34,851,2695,33,15,2263,4514,28,20,444,,,
0.8242,0.375,0.8286,0.5495,0.8333,0.5468,0.9161,0.5208,0.9199,4108,18,30,850,2711,40,8,2247,4561,25,23,397,,,
0.817,0.2917,0.8221,0.5282,0.7292,0.5262,0.9235,0.5208,0.9274,4076,14,34,882,2609,35,13,2349,4598,25,23,360,,,
0.816,0.2708,0.8213,0.5332,0.7708,0.5309,0.9257,0.4792,0.93,4072,13,35,886,2632,37,11,2326,4611,23,25,347,,,
0.826,0.4167,0.83,0.5549,0.8125,0.5524,0.9109,0.625,0.9137,4115,20,28,843,2739,39,9,2219,4530,30,18,428,,,
0.83,0.3958,0.8342,0.5513,0.75,0.5494,0.9023,0.7083,0.9042,4136,19,29,822,2724,36,12,2234,4483,34,14,475,,,
0.83,0.3958,0.8342,0.5461,0.75,0.5442,0.9349,0.5833,0.9383,4136,19,29,822,2698,36,12,2260,4652,28,20,306,,,
0.8192,0.3542,0.8237,0.5412,0.75,0.5391,0.9217,0.6667,0.9242,4084,17,31,874,2673,36,12,2285,4582,32,16,376,,,
0.828,0.4375,0.8318,0.5451,0.75,0.5432,0.9225,0.6667,0.925,4124,21,27,834,2693,36,12,2265,4586,32,16,372,,,
0.8186,0.3333,0.8233,0.5328,0.7917,0.5303,0.9159,0.5833,0.9191,4082,16,32,876,2629,38,10,2329,4557,28,20,401,,,
0.8306,0.5,0.8338,0.5461,0.8542,0.5432,0.9359,0.5208,0.9399,4134,24,24,824,2693,41,7,2265,4660,25,23,298,,,
0.824,0.3333,0.8288,0.5414,0.7708,0.5391,0.9177,0.5833,0.9209,4109,16,32,849,2673,37,11,2285,4566,28,20,392,,,
0.8142,0.4583,0.8177,0.5531,0.7708,0.551,0.9255,0.6042,0.9286,4054,22,26,904,2732,37,11,2226,4604,29,19,354,,,
0.824,0.3542,0.8286,0.5348,0.6667,0.5335,0.9337,0.7083,0.9359,4108,17,31,850,2645,32,16,2313,4640,34,14,318,,,
0.8226,0.3542,0.8271,0.536,0.7083,0.5343,0.9303,0.7083,0.9324,4101,17,31,857,2649,34,14,2309,4623,34,14,335,,,
0.8202,0.375,0.8245,0.5378,0.8542,0.5347,0.9153,0.625,0.9181,4088,18,30,870,2651,41,7,2307,4552,30,18,406,,,
0.8332,0.4583,0.8368,0.5591,0.8125,0.5567,0.9173,0.625,0.9201,4149,22,26,809,2760,39,9,2198,4562,30,18,396,,,
0.8202,0.3125,0.8251,0.5392,0.6875,0.5377,0.9273,0.5625,0.9308,4091,15,33,867,2666,33,15,2292,4615,27,21,343,,,
0.8336,0.25,0.8392,0.5423,0.75,0.5403,0.9339,0.5208,0.9379,4161,12,36,797,2679,36,12,2279,4650,25,23,308,,,
0.8142,0.3125,0.8191,0.5344,0.7917,0.5319,0.9299,0.5833,0.9332,4061,15,33,897,2637,38,10,2321,4627,28,20,331,,,
0.824,0.25,0.8296,0.539,0.7917,0.5365,0.9427,0.625,0.9457,4113,12,36,845,2660,38,10,2298,4689,30,18,269,,,
0.8204,0.3125,0.8253,0.5509,0.7708,0.5488,0.9053,0.625,0.908,4092,15,33,866,2721,37,11,2237,4502,30,18,456,,,
0.818,0.4375,0.8217,0.5441,0.7917,0.5418,0.9253,0.6042,0.9284,4074,21,27,884,2686,38,10,2272,4603,29,19,355,,,
0.8196,0.2917,0.8247,0.5431,0.7083,0.5415,0.9307,0.5625,0.9342,4089,14,34,869,2685,34,14,2273,4632,27,21,326,,,
0.8328,0.3958,0.837,0.5489,0.7292,0.5472,0.9251,0.6042,0.9282,4150,19,29,808,2713,35,13,2245,4602,29,19,356,,,
0.8192,0.3333,0.8239,0.5394,0.7292,0.5375,0.9293,0.7083,0.9314,4085,16,32,873,2665,35,13,2293,4618,34,14,340,,,
0.829,0.2708,0.8344,0.5374,0.7292,0.5355,0.9297,0.5417,0.9334,4137,13,35,821,2655,35,13,2303,4628,26,22,330,,,
0.8154,0.3333,0.8201,0.5489,0.8125,0.5464,0.9321,0.625,0.9351,4066,16,32,892,2709,39,9,2249,4636,30,18,322,,,
0.8272,0.4375,0.831,0.539,0.7917,0.5365,0.9233,0.6458,0.926,4120,21,27,838,2660,38,10,2298,4591,31,17,367,,,
0.8186,0.3125,0.8235,0.5463,0.75,0.5444,0.9177,0.6042,0.9207,4083,15,33,875,2699,36,12,2259,4565,29,19,393,,,
0.8216,0.3958,0.8257,0.5481,0.75,0.5462,0.9287,0.5,0.9328,4094,19,29,864,2708,36,12,2250,4625,24,24,333,,,
0.828,0.3958,0.8322,0.5455,0.75,0.5436,0.9155,0.5833,0.9187,4126,19,29,832,2695,36,12,2263,4555,28,20,403,,,
0.8232,0.2917,0.8284,0.5467,0.7083,0.5452,0.9167,0.5,0.9207,4107,14,34,851,2703,34,14,2255,4565,24,24,393,,,
0.8238,0.3333,0.8286,0.5447,0.75,0.5428,0.9369,0.4792,0.9413,4108,16,32,850,2691,36,12,2267,4667,23,25,291,,,
0.814,0.2917,0.8191,0.5366,0.7083,0.5349,0.9115,0.6042,0.9145,4061,14,34,897,2652,34,14,2306,4534,29,19,424,,,
0.8304,0.3333,0.8352,0.5495,0.6875,0.5482,0.9355,0.625,0.9385,4141,16,32,817,2718,33,15,2240,4653,30,18,305,,,
0.8348,0.5,0.838,0.5537,0.7292,0.552,0.9341,0.625,0.9371,4155,24,24,803,2737,35,13,2221,4646,30,18,312,,,
0.8192,0.4167,0.8231,0.5463,0.8125,0.5438,0.9157,0.625,0.9185,4081,20,28,877,2696,39,9,2262,4554,30,18,404,,,
0.8198,0.2708,0.8251,0.5342,0.7083,0.5325,0.9297,0.7292,0.9316,4091,13,35,867,2640,34,14,2318,4619,35,13,339,,,
0.8292,0.4167,0.8332,0.5485,0.7917,0.5462,0.9457,0.5417,0.9496,4131,20,28,827,2708,38,10,2250,4708,26,22,250,,,
0.828,0.3958,0.8322,0.5513,0.7917,0.549,0.9315,0.6667,0.934,4126,19,29,832,2722,38,10,2236,4631,32,16,327,,,
0.827,0.2917,0.8322,0.5433,0.7292,0.5415,0.9357,0.5625,0.9393,4126,14,34,832,2685,35,13,2273,4657,27,21,301,,,
0.8256,0.3958,0.8298,0.5561,0.8958,0.5528,0.9345,0.6042,0.9377,4114,19,29,844,2741,43,5,2217,4649,29,19,309,,,
0.8258,0.2708,0.8312,0.5423,0.625,0.5415,0.9223,0.5625,0.9258,4121,13,35,837,2685,30,18,2273,4590,27,21,368,,,
0.8214,0.3958,0.8255,0.536,0.875,0.5327,0.9401,0.5417,0.9439,4093,19,29,865,2641,42,6,2317,4680,26,22,278,,,
0.812,0.3542,0.8165,0.5553,0.6875,0.5541,0.9247,0.3958,0.9298,4048,17,31,910,2747,33,15,2211,4610,19,29,348,,,
0.8252,0.5,0.8284,0.534,0.8125,0.5313,0.9285,0.5625,0.932,4107,24,24,851,2634,39,9,2324,4621,27,21,337,,,
0.8238,0.3333,0.8286,0.54,0.8542,0.5369,0.9317,0.5833,0.9351,4108,16,32,850,2662,41,7,2296,4636,28,20,322,,,
0.8296,0.3333,0.8344,0.5427,0.8333,0.5399,0.9161,0.5208,0.9199,4137,16,32,821,2677,40,8,2281,4561,25,23,397,,,
0.8262,0.3542,0.8308,0.5465,0.75,0.5446,0.9509,0.5417,0.9548,4119,17,31,839,2700,36,12,2258,4734,26,22,224,,,
0.8276,0.3333,0.8324,0.5485,0.7917,0.5462,0.9325,0.6667,0.9351,4127,16,32,831,2708,38,10,2250,4636,32,16,322,,,
0.8232,0.3333,0.828,0.5513,0.8125,0.5488,0.9345,0.4375,0.9393,4105,16,32,853,2721,39,9,2237,4657,21,27,301,,,
0.8242,0.3542,0.8288,0.539,0.7917,0.5365,0.9363,0.4375,0.9411,4109,17,31,849,2660,38,10,2298,4666,21,27,292,,,
0.82,0.3333,0.8247,0.5342,0.8333,0.5313,0.9293,0.5833,0.9326,4089,16,32,869,2634,40,8,2324,4624,28,20,334,,,
0.8262,0.2917,0.8314,0.5485,0.7917,0.5462,0.9263,0.4792,0.9306,4122,14,34,836,2708,38,10,2250,4614,23,25,344,,,
0.82,0.3542,0.8245,0.532,0.7292,0.5301,0.9565,0.6458,0.9595,4088,17,31,870,2628,35,13,2330,4757,31,17,201,,,
0.8168,0.3958,0.8209,0.5433,0.6667,0.5422,0.9209,0.5417,0.9246,4070,19,29,888,2688,32,16,2270,4584,26,22,374,,,
0.8178,0.3333,0.8225,0.5354,0.7083,0.5337,0.9331,0.5417,0.9369,4078,16,32,880,2646,34,14,2312,4645,26,22,313,,,
0.8212,0.375,0.8255,0.5499,0.7917,0.5476,0.9299,0.5417,0.9336,4093,18,30,865,2715,38,10,2243,4629,26,22,329,,,
0.8216,0.375,0.8259,0.5441,0.8333,0.5413,0.9361,0.6042,0.9393,4095,18,30,863,2684,40,8,2274,4657,29,19,301,,,
0.82,0.3333,0.8247,0.5372,0.8542,0.5341,0.9379,0.5625,0.9415,4089,16,32,869,2648,41,7,2310,4668,27,21,290,,,
0.8298,0.3958,0.834,0.5507,0.7917,0.5484,0.9153,0.5,0.9193,4135,19,29,823,2719,38,10,2239,4558,24,24,400,,,
0.8222,0.3542,0.8267,0.5521,0.6667,0.551,0.9301,0.7708,0.9316,4099,17,31,859,2732,32,16,2226,4619,37,11,339,,,
0.8228,0.4167,0.8267,0.5453,0.8333,0.5426,0.9223,0.6458,0.925,4099,20,28,859,2690,40,8,2268,4586,31,17,372,,,
0.8224,0.4792,0.8257,0.5376,0.8125,0.5349,0.9285,0.625,0.9314,4094,23,25,864,2652,39,9,2306,4618,30,18,340,,,
0.8228,0.3333,0.8276,0.5527,0.75,0.5508,0.9221,0.5625,0.9256,4103,16,32,855,2731,36,12,2227,4589,27,21,369,,,
0.8286,0.3333,0.8334,0.5509,0.6875,0.5496,0.9177,0.6458,0.9203,4132,16,32,826,2725,33,15,2233,4563,31,17,395,,,
0.8228,0.3958,0.8269,0.5344,0.8333,0.5315,0.9193,0.625,0.9221,4100,19,29,858,2635,40,8,2323,4572,30,18,386,,,
0.817,0.4167,0.8209,0.5402,0.875,0.5369,0.9353,0.5417,0.9391,4070,20,28,888,2662,42,6,2296,4656,26,22,302,,,
0.8216,0.3125,0.8265,0.5304,0.7917,0.5278,0.9399,0.6458,0.9427,4098,15,33,860,2617,38,10,2341,4674,31,17,284,,,
0.8172,0.3958,0.8213,0.5368,0.7917,0.5343,0.9031,0.5625,0.9064,4072,19,29,886,2649,38,10,2309,4494,27,21,464,,,
0.825,0.3125,0.83,0.5416,0.7917,0.5391,0.9095,0.625,0.9123,4115,15,33,843,2673,38,10,2285,4523,30,18,435,,,
0.8264,0.375,0.8308,0.541,0.8333,0.5381,0.9241,0.6667,0.9266,4119,18,30,839,2668,40,8,2290,4594,32,16,364,,,
0.8196,0.3542,0.8241,0.5465,0.8958,0.5432,0.9377,0.4792,0.9421,4086,17,31,872,2693,43,5,2265,4671,23,25,287,,,
0.8252,0.2708,0.8306,0.5398,0.7292,0.5379,0.9231,0.6458,0.9258,4118,13,35,840,2667,35,13,2291,4590,31,17,368,,,
0.82,0.2708,0.8253,0.5515,0.7083,0.55,0.9323,0.7292,0.9342,4092,13,35,866,2727,34,14,2231,4632,35,13,326,,,
0.8238,0.4792,0.8271,0.5451,0.8542,0.5422,0.9185,0.6667,0.9209,4101,23,25,857,2688,41,7,2270,4566,32,16,392,,,
0.824,0.5,0.8271,0.5441,0.7708,0.542,0.9163,0.5833,0.9195,4101,24,24,857,2687,37,11,2271,4559,28,20,399,,,
0.821,0.3333,0.8257,0.5382,0.8333,0.5353,0.9149,0.6875,0.9171,4094,16,32,864,2654,40,8,2304,4547,33,15,411,,,
0.815,0.375,0.8193,0.5316,0.7292,0.5296,0.9187,0.6667,0.9211,4062,18,30,896,2626,35,13,2332,4567,32,16,391,,,
0.8218,0.4375,0.8255,0.5396,0.8125,0.5369,0.9195,0.5625,0.923,4093,21,27,865,2662,39,9,2296,4576,27,21,382,,,
0.8202,0.4583,0.8237,0.5348,0.75,0.5327,0.9259,0.6667,0.9284,4084,22,26,874,2641,36,12,2317,4603,32,16,355,,,
0.8224,0.3542,0.8269,0.5469,0.75,0.545,0.9383,0.5625,0.9419,4100,17,31,858,2702,36,12,2256,4670,27,21,288,,,
0.8262,0.3333,0.831,0.5382,0.7917,0.5357,0.9093,0.6042,0.9123,4120,16,32,838,2656,38,10,2302,4523,29,19,435,,,
0.8292,0.3958,0.8334,0.5483,0.75,0.5464,0.9303,0.5833,0.9336,4132,19,29,826,2709,36,12,2249,4629,28,20,329,,,
0.8282,0.3125,0.8332,0.5489,0.75,0.547,0.9291,0.6875,0.9314,4131,15,33,827,2712,36,12,2246,4618,33,15,340,,,
0.8286,0.4167,0.8326,0.5537,0.7708,0.5516,0.9091,0.6042,0.9121,4128,20,28,830,2735,37,11,2223,4522,29,19,436,,,
0.8124,0.3542,0.8169,0.531,0.75,0.5288,0.9521,0.5833,0.9556,4050,17,31,908,2622,36,12,2336,4738,28,20,220,,,
0.8228,0.2708,0.8282,0.537,0.7708,0.5347,0.9401,0.5625,0.9437,4106,13,35,852,2651,37,11,2307,4679,27,21,279,,,
0.825,0.2917,0.8302,0.5515,0.7292,0.5498,0.9221,0.5417,0.9258,4116,14,34,842,2726,35,13,2232,4590,26,22,368,,,
0.826,0.4583,0.8296,0.5493,0.8125,0.5468,0.9093,0.5208,0.9131,4113,22,26,845,2711,39,9,2247,4527,25,23,431,,,
0.8212,0.4167,0.8251,0.5386,0.6875,0.5371,0.9291,0.75,0.9308,4091,20,28,867,2663,33,15,2295,4615,36,12,343,,,
0.8254,0.3333,0.8302,0.5412,0.7917,0.5387,0.9411,0.6667,0.9437,4116,16,32,842,2671,38,10,2287,4679,32,16,279,,,
0.8234,0.3542,0.828,0.5398,0.7292,0.5379,0.9187,0.6042,0.9217,4105,17,31,853,2667,35,13,2291,4570,29,19,388,,,
0.8212,0.3542,0.8257,0.5423,0.7917,0.5399,0.9311,0.5625,0.9347,4094,17,31,864,2677,38,10,2281,4634,27,21,324,,,
