Accuracy_SIFT,Precision_SIFT,Recall_SIFT,F1_SIFT,APS_SIFT,AUC_SIFT,Accuracy_POLYPHEN,Precision_POLYPHEN,Recall_POLYPHEN,F1_POLYPHEN,APS_POLYPHEN,AUC_POLYPHEN,Accuracy_CADD,Precision_CADD,Recall_CADD,F1_CADD,APS_CADD,AUC_CADD,Accuracy_VC10B,Precision_VC10B,Recall_VC10B,F1_VC10B,APS_VC10B,AUC_VC10B,TP_SIFT,TN_SIFT,FP_SIFT,FN_SIFT,TP_POLYPHEN,TN_POLYPHEN,FP_POLYPHEN,FN_POLYPHEN,TP_CADD,TN_CADD,FP_CADD,FN_CADD,TP_VC10B,TN_VC10B,FP_VC10B,FN_VC10B
0.8283,0.0274,0.5,0.052,0.018422937862608256,0.6657258863141217,0.5497,0.0172,0.8333,0.0337,0.01589414604628944,0.6901861754802932,0.8497,0.0397,0.6458,0.0748,0.02900303031446351,0.7487435630817985,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,24,4198,851,24,40,2762,2287,8,31,4300,749,17,5,5042,7,43
0.8181,0.0259,0.5,0.0492,0.017653635967092768,0.6605763517528225,0.535,0.0163,0.8125,0.032,0.014968869555620953,0.6724413250148544,0.843,0.0403,0.6875,0.0761,0.030678237666051218,0.7660118340265399,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,24,4146,903,24,39,2688,2361,9,33,4264,785,15,6,5045,4,42
0.8164,0.0205,0.3958,0.039,0.01381147159786958,0.6080969003763121,0.5335,0.0162,0.8125,0.0318,0.014925005352963145,0.6716490889285007,0.8474,0.0426,0.7083,0.0804,0.03292632945911964,0.7785081204198853,0.99,0.4211,0.1667,0.2388,0.0780231921770288,0.5822440087145969,19,4142,907,29,39,2680,2369,9,34,4285,764,14,8,5038,11,40
0.8228,0.0234,0.4375,0.0444,0.01553970858325082,0.6320001485442662,0.5409,0.0165,0.8125,0.0323,0.015135997720177916,0.6754122103386809,0.8452,0.0386,0.6458,0.0728,0.028267839896053918,0.7464658843335314,0.9898,0.3571,0.1042,0.1613,0.04563871605145884,0.5511920677361853,21,4173,876,27,39,2718,2331,9,31,4277,772,17,5,5040,9,43
0.8154,0.0235,0.4583,0.0447,0.015862334740191827,0.6385546642899584,0.5433,0.0149,0.7292,0.0292,0.013410448991688896,0.6353300158447217,0.8425,0.0345,0.5833,0.0651,0.024063621960840095,0.7141265597147951,0.9908,0.5263,0.2083,0.2985,0.11710448870852823,0.6032754010695186,22,4134,915,26,35,2734,2315,13,28,4266,783,20,10,5040,9,38
0.8185,0.0239,0.4583,0.0454,0.01604928448894913,0.6401391364626658,0.5433,0.0161,0.7917,0.0316,0.014730755599435468,0.6662829273123391,0.8423,0.0401,0.6875,0.0758,0.030543272556205238,0.7656157159833631,0.9906,0.5,0.1458,0.2258,0.08096061408671767,0.5722234600911071,22,4150,899,26,38,2731,2318,10,33,4260,789,15,7,5042,7,41
0.8201,0.0199,0.375,0.0378,0.01334437872131478,0.5996608239255297,0.5387,0.0147,0.7292,0.0288,0.013305190513478053,0.6330523370964547,0.8493,0.0385,0.625,0.0725,0.027569950649703447,0.7382278669043375,0.9912,0.6364,0.1458,0.2372,0.10084697772308131,0.5725205486234898,18,4162,887,30,35,2711,2338,13,30,4299,750,18,7,5045,4,41
0.8228,0.0213,0.3958,0.0404,0.014111607161492576,0.6113648742325214,0.544,0.0153,0.75,0.03,0.013853474285404883,0.646043771043771,0.8509,0.0365,0.5833,0.0687,0.0251912379013799,0.7183848286789464,0.9902,0.4,0.0833,0.1379,0.041965862271924656,0.5410724896019015,19,4175,874,29,36,2737,2312,12,28,4309,740,20,4,5043,6,44
0.8152,0.0235,0.4583,0.0447,0.01585086214433592,0.6384556347791641,0.5444,0.0162,0.7917,0.0318,0.014763356834850704,0.6668771043771043,0.8485,0.0406,0.6667,0.0765,0.030211859469440067,0.7584670231729055,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,22,4133,916,26,38,2737,2312,10,32,4293,756,16,6,5041,8,42
0.8168,0.0247,0.4792,0.047,0.016729774457077753,0.6495655080213903,0.5409,0.0152,0.75,0.0298,0.013775645871115585,0.6444592988710636,0.8499,0.0398,0.6458,0.075,0.029035979910153803,0.7488425925925927,0.9898,0.4167,0.2083,0.2778,0.09426092145706626,0.6027802535155475,23,4140,909,25,36,2721,2328,12,31,4301,748,17,10,5035,14,38
0.8136,0.0273,0.5417,0.052,0.019078668382642973,0.6789339473163002,0.5356,0.0155,0.7708,0.0304,0.014076574914686835,0.6521031392354922,0.8385,0.0381,0.6667,0.0721,0.028566197181122455,0.7534165181224004,0.9906,0.5,0.125,0.2,0.07074014125956445,0.5619058229352347,26,4121,928,22,37,2693,2356,11,32,4242,807,16,6,5043,6,42
0.8162,0.0286,0.5625,0.0544,0.020225584945794947,0.6905389681124976,0.5358,0.0163,0.8125,0.032,0.014990911500529135,0.6728374430580313,0.8446,0.0407,0.6875,0.0769,0.030952166851960852,0.7668040701128936,0.9898,0.3333,0.0833,0.1333,0.036410306716369106,0.5408744305803128,27,4133,916,21,39,2692,2357,9,33,4272,777,15,4,5041,8,44
0.8093,0.0207,0.4167,0.0394,0.014137964159211707,0.6148494751435929,0.5352,0.0163,0.8125,0.032,0.014974373150868973,0.6725403545256486,0.8446,0.0407,0.6875,0.0769,0.030952166851960852,0.7668040701128936,0.991,0.5625,0.1875,0.2812,0.11312030974102413,0.5930567934244405,20,4105,944,28,39,2689,2360,9,33,4272,777,15,9,5042,7,39
0.8187,0.0239,0.4583,0.0454,0.016061184754885653,0.6402381659734601,0.5421,0.0149,0.7292,0.0292,0.01338279212646475,0.6347358387799563,0.8434,0.0393,0.6667,0.0742,0.029347127640241236,0.7558922558922558,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,22,4151,898,26,35,2728,2321,13,32,4267,782,16,6,5041,8,42
0.8166,0.0236,0.4583,0.0449,0.015931687876042582,0.6391488413547236,0.5425,0.0169,0.8333,0.0331,0.015669945527162225,0.6865220835809072,0.8387,0.0382,0.6667,0.0723,0.028596539777481538,0.7535155476331946,0.9906,0.5,0.1042,0.1725,0.060519668432411224,0.5515881857793623,22,4140,909,26,40,2725,2324,8,32,4243,806,16,5,5044,5,43
0.8107,0.0229,0.4583,0.0436,0.015593582317810746,0.6361779560308971,0.5391,0.0152,0.75,0.0298,0.013732328602606278,0.6435680332739157,0.8417,0.0378,0.6458,0.0714,0.02772120676178125,0.7446833531392355,0.989,0.3333,0.1667,0.2222,0.06340330913609313,0.5817488611606259,22,4110,939,26,36,2712,2337,12,31,4259,790,17,8,5033,16,40
0.8226,0.0234,0.4375,0.0444,0.015528302709179119,0.6319011190334719,0.5448,0.0166,0.8125,0.0325,0.01524978710881244,0.6773928005545653,0.854,0.0421,0.6667,0.0792,0.031209276870811518,0.7612398494751436,0.9902,0.4,0.0833,0.1379,0.041965862271924656,0.5410724896019015,21,4172,877,27,39,2738,2311,9,32,4321,728,16,4,5043,6,44
0.8266,0.025,0.4583,0.0474,0.016559373160682754,0.6441993464052287,0.5423,0.0153,0.75,0.03,0.013809565785658938,0.645152505446623,0.847,0.039,0.6458,0.0736,0.028550450603382543,0.7473571499306795,0.9902,0.45,0.1875,0.2647,0.09202655974102414,0.5926606753812635,22,4191,858,26,36,2728,2321,12,31,4286,763,17,9,5038,11,39
0.8128,0.0211,0.4167,0.0402,0.014302447943303712,0.6166320063378887,0.5497,0.0176,0.8542,0.0345,0.01641021103431556,0.7005038126361656,0.8489,0.043,0.7083,0.0811,0.0332319458206987,0.779300356506239,0.9904,0.4667,0.1458,0.2222,0.07609950297560657,0.5721244305803129,20,4123,926,28,41,2761,2288,7,34,4293,756,14,7,5041,8,41
0.8146,0.0224,0.4375,0.0426,0.015081578714786182,0.6278409090909091,0.5391,0.0144,0.7083,0.0282,0.012912747241298463,0.6229327589621708,0.8444,0.0338,0.5625,0.0638,0.023128205798743424,0.7047992176668647,0.9912,0.5882,0.2083,0.3077,0.13000438550935384,0.6034734600911071,21,4131,918,27,34,2714,2335,14,27,4277,772,21,10,5042,7,38
0.8207,0.0283,0.5417,0.0538,0.019657586183166396,0.682499009704892,0.5419,0.0177,0.875,0.0347,0.01667695215559603,0.7068602693602695,0.8434,0.0427,0.7292,0.0807,0.03367348739334951,0.7868451673598733,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,26,4157,892,22,42,2720,2329,6,35,4264,785,13,5,5042,7,43
0.8183,0.0269,0.5208,0.0512,0.018543528711107954,0.6709930184194892,0.547,0.0158,0.7708,0.031,0.014372621884897654,0.6578468508615567,0.8476,0.0415,0.6875,0.0783,0.03148064344175819,0.768289512774807,0.9898,0.375,0.125,0.1875,0.055115141259564446,0.5615097048920579,25,4146,903,23,37,2751,2298,11,33,4287,762,15,6,5039,10,42
0.8215,0.0274,0.5208,0.0521,0.018789687840972846,0.6725774905921965,0.5393,0.0152,0.75,0.0298,0.013737125399625015,0.6436670627847099,0.843,0.0358,0.6042,0.0676,0.025358341386969338,0.72474128540305,0.9902,0.4286,0.125,0.1936,0.06181156983099302,0.5617077639136462,25,4162,887,23,36,2713,2336,12,29,4268,781,19,6,5041,8,42
0.8205,0.0252,0.4792,0.0479,0.01697585730583525,0.6514470687264805,0.5456,0.015,0.7292,0.0294,0.013466188576349361,0.6365183699742523,0.8483,0.0394,0.6458,0.0743,0.02877472771560818,0.748050356506239,0.9898,0.3889,0.1458,0.2121,0.06475691038301397,0.5718273420479302,23,4159,890,25,35,2746,2303,13,31,4293,756,17,7,5038,11,41
0.8244,0.0225,0.4167,0.0427,0.014888391805511962,0.6224747474747475,0.5399,0.0152,0.75,0.0298,0.013751540088513318,0.6439641513170925,0.8448,0.0397,0.6667,0.0749,0.029574458722590905,0.7565854624678153,0.991,0.5714,0.1667,0.2581,0.10308584881863281,0.5827391562685681,20,4182,867,28,36,2716,2333,12,32,4274,775,16,8,5043,6,40
0.8211,0.0284,0.5417,0.054,0.0196910825187862,0.6826970687264804,0.5395,0.0168,0.8333,0.0329,0.015581040137433,0.685036640918994,0.8542,0.0422,0.6667,0.0794,0.03124625997415618,0.7613388789859378,0.9912,0.6667,0.125,0.2105,0.09157347459289777,0.5622029114676174,26,4159,890,22,40,2710,2339,8,32,4322,727,16,6,5046,3,42
0.8268,0.0272,0.5,0.0516,0.01829868612340748,0.6649336502277678,0.5397,0.0164,0.8125,0.0322,0.015102234454610853,0.6748180332739157,0.8538,0.0456,0.7292,0.0858,0.03582409661945481,0.7920937314319666,0.9916,0.7778,0.1458,0.2456,0.12146987334597693,0.5727186076450782,24,4190,859,24,39,2712,2337,9,35,4317,732,13,7,5047,2,41
0.8293,0.0287,0.5208,0.0544,0.019444606626851917,0.6765386710239653,0.5437,0.0157,0.7708,0.0308,0.01428433688317391,0.6561633491780551,0.8466,0.0389,0.6458,0.0734,0.02848709594174522,0.747159090909091,0.99,0.4118,0.1458,0.2154,0.06809296702789415,0.5719263715587245,25,4202,847,23,37,2734,2315,11,31,4284,765,17,7,5039,10,41
0.8207,0.0242,0.4583,0.046,0.016181625907935503,0.6412284610814022,0.5305,0.0157,0.7917,0.0308,0.014387933163136597,0.6598460091107149,0.8442,0.044,0.75,0.0831,0.035361661037486454,0.7975589225589226,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,22,4161,888,26,38,2666,2383,10,36,4267,782,12,6,5042,7,42
0.8187,0.0218,0.4167,0.0414,0.014590952979447623,0.6196028916617152,0.5403,0.0168,0.8333,0.0329,0.01560463843540576,0.6854327589621708,0.8479,0.0405,0.6667,0.0764,0.03010918149964023,0.7581699346405228,0.9894,0.3636,0.1667,0.2286,0.06845381418659818,0.5819469201822144,20,4153,896,28,40,2714,2335,8,32,4290,759,16,8,5035,14,40
0.8128,0.0232,0.4583,0.0442,0.015715074915068718,0.6372672806496336,0.545,0.0174,0.8542,0.0341,0.016256838956208754,0.6981271043771042,0.847,0.0414,0.6875,0.0781,0.03137335872052114,0.7679924242424243,0.9912,0.6154,0.1667,0.2623,0.11041185614464014,0.5828381857793623,22,4121,928,26,41,2737,2312,7,33,4284,765,15,8,5044,5,40
0.825,0.0205,0.375,0.0389,0.013556269730857724,0.6021365616953852,0.5433,0.0161,0.7917,0.0316,0.014730755599435468,0.6662829273123391,0.8505,0.0411,0.6667,0.0774,0.030559838364520083,0.7594573182808476,0.9902,0.4375,0.1458,0.2187,0.07184603075338435,0.5720254010695187,18,4187,862,30,38,2731,2318,10,32,4303,746,16,7,5040,9,41
0.8222,0.0275,0.5208,0.0522,0.018852583125255507,0.6729736086353735,0.5366,0.0171,0.8542,0.0335,0.015989731389671427,0.693868835412953,0.8521,0.0451,0.7292,0.0849,0.035438191734980556,0.7912024658348187,0.9914,0.625,0.2083,0.3125,0.13766369923484403,0.6035724896019014,25,4166,883,23,41,2694,2355,7,35,4308,741,13,10,5043,6,38
0.8132,0.0232,0.4583,0.0442,0.015737467394156733,0.637465339671222,0.5346,0.0158,0.7917,0.031,0.014496660617356615,0.6619256288373935,0.8403,0.0363,0.625,0.0686,0.0262312469804913,0.7336725094078035,0.9918,0.875,0.1458,0.25,0.1356481140867177,0.5728176371558724,22,4123,926,26,38,2687,2362,10,30,4253,796,18,7,5048,1,41
0.8221,0.0244,0.4583,0.0463,0.016267521924064075,0.6419216676569618,0.5409,0.0165,0.8125,0.0323,0.015135997720177916,0.6754122103386809,0.8487,0.0441,0.7292,0.0832,0.034733159678281694,0.7895189641513171,0.9904,0.4444,0.0833,0.1403,0.045669565975628365,0.5411715191126956,22,4168,881,26,39,2718,2331,9,35,4291,758,13,4,5044,5,44
0.817,0.0237,0.4583,0.0451,0.015955004664091436,0.639346900376312,0.5405,0.0156,0.7708,0.0306,0.014202403067981165,0.6545788770053477,0.8472,0.0379,0.625,0.0715,0.027235661045502336,0.737138542285601,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,22,4142,907,26,37,2718,2331,11,30,4288,761,18,6,5042,7,42
0.8258,0.0249,0.4583,0.0472,0.016507525498540974,0.6438032283620518,0.5427,0.0157,0.7708,0.0308,0.01425861307187029,0.655668201624084,0.8452,0.0398,0.6667,0.0751,0.0296401366289024,0.7567835214894038,0.99,0.3636,0.0833,0.1355,0.038935559241621634,0.5409734600911071,22,4187,862,26,37,2729,2320,11,32,4276,773,16,4,5042,7,44
0.8156,0.0184,0.3542,0.035,0.012583988866529288,0.5870655080213905,0.5397,0.0144,0.7083,0.0282,0.012925637393650252,0.6232298474945535,0.8419,0.0344,0.5833,0.065,0.023989396855788853,0.7138294711824125,0.9898,0.4167,0.2083,0.2778,0.09426092145706626,0.6027802535155475,17,4140,909,31,34,2717,2332,14,28,4263,786,20,10,5035,14,38
0.8138,0.0192,0.375,0.0365,0.013089657234496028,0.5964918795801148,0.537,0.0159,0.7917,0.0312,0.01455964917123713,0.663113982966924,0.8523,0.0404,0.6458,0.076,0.02943807667112004,0.7500309467221233,0.992,0.8889,0.1667,0.2807,0.15599590172868572,0.5832343038225392,18,4130,919,30,38,2699,2350,10,31,4313,736,17,8,5048,1,40
0.816,0.0246,0.4792,0.0468,0.016679240574730567,0.6491693899782135,0.5415,0.0169,0.8333,0.0331,0.015640185301727328,0.6860269360269361,0.8458,0.0387,0.6458,0.073,0.028361336938395137,0.7467629728659141,0.9896,0.3913,0.1875,0.2535,0.08102112495841544,0.5923635868488809,23,4136,913,25,40,2720,2329,8,31,4280,769,17,9,5035,14,39
0.8224,0.0255,0.4792,0.0484,0.01710953406461708,0.6524373638344227,0.536,0.0159,0.7917,0.0312,0.014533327167943973,0.662618835412953,0.844,0.0395,0.6667,0.0746,0.029444074716226537,0.7561893444246385,0.9888,0.2,0.0625,0.0952,0.02132872277810477,0.5300616458704693,23,4169,880,25,38,2694,2355,10,32,4270,779,16,3,5037,12,45
0.8287,0.0264,0.4792,0.05,0.017557926737931655,0.6556063081798376,0.5437,0.0174,0.8542,0.0341,0.016212693034786164,0.6974338978015447,0.8481,0.044,0.7292,0.083,0.03461186832238493,0.7892218756189344,0.9904,0.4667,0.1458,0.2222,0.07609950297560657,0.5721244305803129,23,4201,848,25,41,2730,2319,7,35,4288,761,13,7,5041,8,41
0.8203,0.0231,0.4375,0.0439,0.015393387513016707,0.6307127649039413,0.5423,0.0157,0.7708,0.0308,0.014248354080062555,0.6554701426024956,0.8442,0.0349,0.5833,0.0659,0.02428962907622057,0.715017825311943,0.9908,0.5333,0.1667,0.254,0.09673664246942645,0.5826401267577739,21,4160,889,27,37,2727,2322,11,28,4275,774,20,8,5042,7,40
0.8199,0.0199,0.375,0.0378,0.013336146311230992,0.5995617944147356,0.538,0.0143,0.7083,0.028,0.012887064630381133,0.6223385818974055,0.8525,0.0381,0.6042,0.0717,0.02672090254830565,0.7294947019211725,0.9906,0.5,0.2083,0.2941,0.11162203256817736,0.6031763715587244,18,4161,888,30,34,2708,2341,14,29,4316,733,19,10,5039,10,38
0.8193,0.0261,0.5,0.0496,0.017737968109234593,0.6611705288175875,0.5368,0.0143,0.7083,0.028,0.01286151145723407,0.6217444048326402,0.8495,0.0385,0.625,0.0725,0.027600808751806736,0.7383268964151317,0.991,0.5833,0.1458,0.2333,0.09311339186449547,0.5724215191126956,24,4152,897,24,34,2702,2347,14,30,4300,749,18,7,5044,5,41
0.8191,0.026,0.5,0.0494,0.017723836530101282,0.6610714993067934,0.5319,0.0161,0.8125,0.0316,0.014881431641713667,0.6708568528421469,0.8419,0.0378,0.6458,0.0714,0.027750945678232535,0.7447823826500297,0.9914,0.6429,0.1875,0.2903,0.12818727402673843,0.5932548524460289,24,4151,898,24,39,2672,2377,9,31,4260,789,17,9,5044,5,39
0.8195,0.0261,0.5,0.0496,0.01775213040919211,0.6612695583283819,0.5474,0.0171,0.8333,0.0335,0.01582065517670321,0.6889978213507626,0.8476,0.0427,0.7083,0.0805,0.03296419597819861,0.7786071499306795,0.9888,0.2,0.0625,0.0952,0.02132872277810477,0.5300616458704693,24,4153,896,24,40,2750,2299,8,34,4286,763,14,3,5037,12,45
0.8179,0.0248,0.4792,0.0472,0.01680639386400589,0.6501596850861557,0.5493,0.0172,0.8333,0.0337,0.015881844976877516,0.6899881164587047,0.8432,0.0459,0.7917,0.0868,0.03833839949952778,0.8176990493166962,0.9914,0.7,0.1458,0.2413,0.11012728075338434,0.572619578134284,23,4146,903,25,40,2760,2289,8,38,4260,789,10,7,5046,3,41
0.8258,0.0238,0.4375,0.0451,0.015713900333529526,0.6334855912061794,0.546,0.0162,0.7917,0.0318,0.01480708499348338,0.6676693404634582,0.8472,0.0403,0.6667,0.076,0.02997348298357771,0.7577738165973459,0.99,0.4,0.125,0.1905,0.05824014125956445,0.5616087344028521,21,4188,861,27,38,2745,2304,10,32,4286,763,16,6,5040,9,42
0.8236,0.0214,0.3958,0.0406,0.014149501360887865,0.6117609922756981,0.5429,0.0153,0.75,0.03,0.013824164646803583,0.6454495939790057,0.846,0.0353,0.5833,0.0666,0.024520766239617253,0.715909090909091,0.9898,0.4167,0.2083,0.2778,0.09426092145706626,0.6027802535155475,19,4179,870,29,36,2731,2318,12,28,4284,765,20,10,5035,14,38
0.8168,0.0237,0.4583,0.0451,0.015943333734159456,0.6392478708655179,0.5393,0.0148,0.7292,0.029,0.013318804020566413,0.6333494256288374,0.8479,0.0358,0.5833,0.0675,0.02478381719043907,0.7168993860170332,0.991,0.6,0.125,0.2069,0.08324014125956444,0.5621038819568231,22,4141,908,26,35,2714,2335,13,28,4294,755,20,6,5045,4,42
0.8148,0.0203,0.3958,0.0386,0.01374190542868774,0.6073046642899584,0.5389,0.0139,0.6875,0.0272,0.012523777525134021,0.6125160922955041,0.8483,0.0382,0.625,0.072,0.027416839429713243,0.7377327193503664,0.9896,0.3529,0.125,0.1846,0.052357788318387985,0.5614106753812637,19,4134,915,29,33,2714,2335,15,30,4294,755,18,6,5038,11,42
0.8221,0.0222,0.4167,0.0422,0.014762986275378896,0.6212863933452168,0.544,0.0157,0.7708,0.0308,0.014294657057342869,0.6563614081996436,0.8481,0.0358,0.5833,0.0675,0.02481049230604031,0.7169984155278274,0.9894,0.3636,0.1667,0.2286,0.06845381418659818,0.5819469201822144,20,4170,879,28,37,2736,2313,11,28,4295,754,20,8,5035,14,40
0.8222,0.0254,0.4792,0.0482,0.0170960333034702,0.6523383343236284,0.5466,0.0179,0.875,0.0351,0.016835450212197806,0.7092369776193307,0.8483,0.044,0.7292,0.083,0.03465219706252167,0.7893209051297285,0.9896,0.2727,0.0625,0.1017,0.02587417732355931,0.5304577639136463,23,4168,881,25,42,2744,2305,6,35,4289,760,13,3,5041,8,45
0.8189,0.0208,0.3958,0.0395,0.013927116782180357,0.6093842840166369,0.5348,0.0154,0.7708,0.0302,0.014056685982388063,0.6517070211923154,0.8458,0.0376,0.625,0.0709,0.027027729712745665,0.7364453357100416,0.9902,0.4,0.0833,0.1379,0.041965862271924656,0.5410724896019015,19,4155,894,29,37,2689,2360,11,30,4281,768,18,4,5043,6,44
0.8207,0.0263,0.5,0.05,0.01783775499296149,0.6618637353931471,0.5411,0.0152,0.75,0.0298,0.013780479269252258,0.6445583283818578,0.8446,0.0396,0.6667,0.0748,0.029541741696241432,0.7564864329570211,0.9902,0.4167,0.1042,0.1667,0.05183911287685567,0.5513901267577739,24,4159,890,24,36,2722,2327,12,32,4273,776,16,5,5042,7,43
0.8111,0.0269,0.5417,0.0513,0.018880207937065397,0.6776465636759753,0.5321,0.0165,0.8333,0.0324,0.01536075192973322,0.6812735195088138,0.8436,0.0371,0.625,0.07,0.02670825054511088,0.7353560110913052,0.9904,0.4706,0.1667,0.2462,0.08627912612955718,0.5824420677361855,26,4108,941,22,40,2672,2377,8,30,4270,779,18,8,5040,9,40
0.8146,0.0224,0.4375,0.0426,0.015081578714786182,0.6278409090909091,0.5474,0.015,0.7292,0.0294,0.013508370207076743,0.6374096355714002,0.8483,0.0382,0.625,0.072,0.027416839429713243,0.7377327193503664,0.9904,0.4615,0.125,0.1967,0.06593244895187214,0.5618067934244405,21,4131,918,27,35,2755,2294,13,30,4294,755,18,6,5042,7,42
0.8146,0.0203,0.3958,0.0386,0.013733293360149989,0.6072056347791641,0.5446,0.017,0.8333,0.0333,0.01573586322496146,0.6876114081996435,0.8474,0.0403,0.6667,0.076,0.03000727943389429,0.7578728461081402,0.9908,0.5333,0.1667,0.254,0.09673664246942645,0.5826401267577739,19,4133,916,29,40,2736,2313,8,32,4287,762,16,8,5042,7,40
0.8232,0.0245,0.4583,0.0465,0.016342214112001964,0.6425158447217271,0.5464,0.0154,0.75,0.0302,0.013912545252243462,0.6472321251733016,0.8521,0.0404,0.6458,0.076,0.029404088674506248,0.7499319172113291,0.9894,0.3125,0.1042,0.1563,0.040988418432411224,0.550994008714597,22,4174,875,26,36,2749,2300,12,31,4312,737,17,5,5038,11,43
0.8217,0.0222,0.4167,0.0422,0.014742410118288989,0.6210883343236284,0.5374,0.0163,0.8125,0.032,0.015035216917429999,0.673629679144385,0.8415,0.0366,0.625,0.0692,0.02639734276977849,0.7342666864725689,0.99,0.3846,0.1042,0.164,0.048500437663180455,0.5512910972469796,20,4168,881,28,39,2700,2349,9,30,4259,790,18,5,5041,8,43
0.8236,0.0235,0.4375,0.0446,0.01558558753024472,0.6323962665874431,0.5303,0.0141,0.7083,0.0276,0.012723239574784394,0.618476430976431,0.8434,0.037,0.625,0.0699,0.026679637259390054,0.735256981580511,0.9904,0.4667,0.1458,0.2222,0.07609950297560657,0.5721244305803129,21,4177,872,27,34,2669,2380,14,30,4269,780,18,7,5041,8,41
0.823,0.0245,0.4583,0.0465,0.016329696100549122,0.6424168152109329,0.5401,0.0148,0.7292,0.029,0.013337009065548477,0.6337455436720142,0.8454,0.0352,0.5833,0.0664,0.024443139771843325,0.7156120023767083,0.9906,0.5,0.1875,0.2727,0.10140155974102413,0.592858734402852,22,4173,876,26,35,2718,2331,13,28,4281,768,20,9,5040,9,39
0.8248,0.0247,0.4583,0.0469,0.016443372035823363,0.6433080808080808,0.5397,0.0164,0.8125,0.0322,0.015102234454610853,0.6748180332739157,0.8493,0.0396,0.6458,0.0746,0.028937383933280048,0.74854550406021,0.9912,0.6364,0.1458,0.2372,0.10084697772308131,0.5725205486234898,22,4182,867,26,39,2712,2337,9,31,4298,751,17,7,5045,4,41
0.8168,0.0153,0.2917,0.0291,0.011138132483646576,0.5567067736185384,0.5374,0.0151,0.75,0.0296,0.013689338668619709,0.6426767676767677,0.8442,0.0338,0.5625,0.0638,0.023104445629782228,0.7047001881560705,0.991,0.5625,0.1875,0.2812,0.11312030974102413,0.5930567934244405,14,4149,900,34,36,2703,2346,12,27,4276,773,21,9,5042,7,39
0.8222,0.0265,0.5,0.0503,0.017953685260905322,0.662655971479501,0.5433,0.0174,0.8542,0.0341,0.016200127974533674,0.6972358387799563,0.8432,0.0404,0.6875,0.0763,0.030712185438478826,0.7661108635373342,0.9908,0.5556,0.1042,0.1755,0.06630670546944827,0.5516872152901565,24,4167,882,24,41,2728,2321,7,33,4265,784,15,5,5045,4,43
0.8199,0.023,0.4375,0.0437,0.015371246824757597,0.6305147058823529,0.5433,0.0149,0.7292,0.0292,0.013410448991688896,0.6353300158447217,0.844,0.0337,0.5625,0.0636,0.02308074478708559,0.7046011586452763,0.9898,0.3889,0.1458,0.2121,0.06475691038301397,0.5718273420479302,21,4158,891,27,35,2734,2315,13,27,4275,774,21,7,5038,11,41
0.8195,0.0219,0.4167,0.0416,0.014630854406961094,0.6199990097048921,0.5297,0.0157,0.7917,0.0308,0.014367436676921332,0.659449891067538,0.8434,0.0393,0.6667,0.0742,0.029347127640241236,0.7558922558922558,0.9908,0.5385,0.1458,0.2295,0.08656958844569203,0.5723224896019014,20,4157,892,28,38,2662,2387,10,32,4267,782,16,7,5043,6,41
0.8244,0.0225,0.4167,0.0427,0.014888391805511962,0.6224747474747475,0.5403,0.0156,0.7708,0.0306,0.014197318951968782,0.6544798474945535,0.8499,0.041,0.6667,0.0772,0.030454509029312765,0.759160229748465,0.9908,0.5385,0.1458,0.2295,0.08656958844569203,0.5723224896019014,20,4182,867,28,37,2717,2332,11,32,4300,749,16,7,5043,6,41
0.8187,0.0249,0.4792,0.0473,0.016858027477351527,0.6505558031293326,0.5425,0.0153,0.75,0.03,0.013814427941733428,0.6452515349574173,0.8476,0.0404,0.6667,0.0762,0.030041161121159964,0.7579718756189344,0.992,0.8889,0.1667,0.2807,0.15599590172868572,0.5832343038225392,23,4150,899,25,36,2729,2320,12,32,4288,761,16,8,5048,1,40
0.8183,0.0218,0.4167,0.0414,0.014571132662512828,0.6194048326401268,0.5382,0.016,0.7917,0.0314,0.014591381440194565,0.6637081600316894,0.8505,0.0446,0.7292,0.0841,0.03510260324700805,0.790410229748465,0.9916,0.7273,0.1667,0.2712,0.1290598747926588,0.5830362448009507,20,4151,898,28,38,2705,2344,10,35,4300,749,13,8,5046,3,40
0.8171,0.0237,0.4583,0.0451,0.01596670074688965,0.6394459298871064,0.5411,0.0152,0.75,0.0298,0.013780479269252258,0.6445583283818578,0.8458,0.0387,0.6458,0.073,0.028361336938395137,0.7467629728659141,0.9902,0.45,0.1875,0.2647,0.09202655974102414,0.5926606753812635,22,4143,906,26,36,2722,2327,12,31,4280,769,17,9,5038,11,39
0.8199,0.0272,0.5208,0.0517,0.01866553801895403,0.6717852545058427,0.5454,0.0162,0.7917,0.0318,0.014790651970116624,0.6673722519310754,0.8464,0.0412,0.6875,0.0777,0.03126687763015477,0.7676953357100416,0.9916,0.6923,0.1875,0.2951,0.13745925204871642,0.5933538819568231,25,4154,895,23,38,2742,2307,10,33,4281,768,15,9,5045,4,39
